account_id,account_age_days,follower_following_ratio,posts_per_day,posting_interval_cv,burstiness,avg_hashtags_per_post,default_profile_ratio,n_posts,is_bot,duplicate_content_rate
acct_00000,106.06928159141557,22.260142528335876,6.297639087134126,0.42047157836906596,0.5663721209118395,1.020677830523253,0.0,38,0,0.05263157894736842
acct_00001,200.29293846536498,0.37863362112559823,7.070094896324214,0.7539592993906143,0.35264913958710803,5.18764437634718,0.0,43,1,0.046511627906976744
acct_00002,487.30150302180914,0.6638814167862715,5.269583716215124,0.3825412016449913,-0.2587328328669764,0.44778025404281485,0.0,22,0,0.06493506493506493
acct_00003,711.2767253137063,4.487054003500811,0.01,0.3761535532775989,0.25837531765790966,1.8246028820149842,0.0,3,0,0.3333333333333333
acct_00004,1.0,0.8776523560392272,8.927480464048717,1.0178152589175535,0.31960517394374943,1.4374548776547142,1.0,49,1,0.03826530612244898
acct_00005,298.7245868984336,0.15198954554570382,25.354825823148754,0.9978002723211665,0.5336121418312507,2.8002670676767782,0.0,135,1,0.04820342730790492
acct_00006,188.60356886274377,1.1315790916996034,17.616736560769567,0.6776379336094297,0.9666016822006313,1.7688797933058897,1.0,90,1,0.043945068664169785
acct_00007,670.5276054792139,2.169060490314131,15.863865585795631,0.7986405252483886,0.3832378363515429,0.14814929698859647,1.0,81,1,0.06604938271604938
acct_00008,519.8944707104959,0.6819199135088156,10.452935613854546,0.5061074698982133,0.6593025698063953,1.7670228882310248,0.0,55,0,0.057912457912457915
acct_00009,743.4205904193097,0.2979583545256641,0.6495378369476112,0.5936777248806607,-0.3715261736905113,1.5781948098543528,0.0,3,0,0.3333333333333333
acct_00010,412.25148118470565,0.08163975839395429,14.08596068302263,1.0431454973236038,0.3002817235008538,1.0887804718113026,1.0,62,1,0.058699101004759384
acct_00011,596.7419257097662,10.422553741649747,0.01,0.8752498228067269,-0.3504173326292593,0.8533573729036378,0.0,3,0,0.3333333333333333
acct_00012,106.58311057097842,1.1184292243296754,3.8605334507929885,1.5789677963557187,0.9697984148050292,5.140890508591983,1.0,34,0,0.08199643493761141
acct_00013,259.2139201336454,3.5541710739629977,8.903955169183105,0.8745688781988693,-0.3401685672221542,0.28082527558591086,0.0,34,0,0.049910873440285206
acct_00014,310.85268412823893,2.9547722019810094,4.899582772208651,0.29761536114714776,0.8757351716086147,0.0,0.0,24,1,0.07971014492753623
acct_00015,57.13413501786826,0.8092769953439539,0.05,0.046477416126265436,0.8716133099277636,0.29327434761772553,1.0,3,1,0.3333333333333333
acct_00016,264.0234602445021,3.7381470855763363,0.18721738591275106,1.57179420610806,-0.2535084101678914,0.41527083977191404,0.0,3,0,0.3333333333333333
acct_00017,68.62675359355302,1.111439393419221,20.939341748479244,1.1963929696648192,0.7507882393471527,3.822746383366706,1.0,111,1,0.04602784602784603
acct_00018,607.5609691520251,0.41406208159218316,0.8237394264930131,0.6162448600930607,0.3748245555796293,2.8094651416733374,1.0,3,1,0.3333333333333333
acct_00019,546.4396499102776,0.5012138957628338,7.938665618187061,0.6243505863547423,-0.18600508991180414,1.7387897544748285,0.0,39,0,0.04723346828609987
acct_00020,812.6191269923635,0.06864885848791258,3.2744780333353374,1.262080546230022,0.20735768622852793,2.734019380658524,0.0,16,0,0.075
acct_00021,380.0280617921609,0.14650953141006737,0.05,0.5051344399557665,1.0,4.8832991514676305,1.0,3,1,1.0
acct_00022,483.7656738723774,1.8699444994957284,3.034816086441202,0.45792311113142425,0.8421933531175858,0.25870288242773465,0.0,16,0,0.10833333333333334
acct_00023,637.3789813593792,0.3908018406045588,1.4914740353525278,0.7276843614531273,0.7389292966454235,2.0722132169400593,1.0,5,0,0.3
acct_00024,80.97122172901521,0.3854776319045043,5.828998477371433,0.02,0.7877913223915152,1.067446115448701,1.0,26,1,0.12615384615384614
acct_00025,608.8555278964355,2.083915017743083,7.39683923157517,1.0052268181588624,-0.5730356083762442,4.360282155220506,0.0,37,0,0.07357357357357357
acct_00026,160.2346445108198,2.0094686747374095,4.108581561308023,0.02,0.3500432655016763,0.0,1.0,19,0,0.08771929824561403
acct_00027,798.6066142517443,0.9236138574619837,2.747298001827577,0.6736861323762193,-0.35309526811945074,1.8440496155639259,0.0,11,0,0.03636363636363636
acct_00028,1.0,1.8631592998237048,0.01,0.8937993030255126,-0.32072910088843903,0.6669761465555561,1.0,3,0,1.0
acct_00029,1.0,0.13034473629357266,0.05,0.12746141459861687,0.68237225350233,0.0,0.0,3,1,0.3333333333333333
acct_00030,1.0,6.413287966305288,17.823463455959228,0.5359128963093222,-0.3281692587377641,1.0338369222168478,1.0,92,0,0.045628284758719544
acct_00031,1.0,0.19665344374781416,7.432886116675698,0.1445380059301975,0.1097731915725583,0.0,0.0,37,0,0.06006006006006006
acct_00032,74.46104307204098,2.931149416136838,0.05,0.9970296787732624,1.0,2.954444258109989,0.0,3,1,0.3333333333333333
acct_00033,1.0,0.20038417720071885,13.551394792334865,1.2876465653577078,0.577176249691479,3.85574953701554,0.0,63,1,0.051203277009728626
acct_00034,1.0,0.8647044757862538,0.01,0.7260795803686081,-0.4621490015948739,1.9669439390511103,0.0,3,0,0.3333333333333333
acct_00035,306.3398343398485,0.20168317258063626,13.818233237096699,0.5577309694669559,1.0,0.9395786705732141,0.0,75,1,0.04684684684684685
acct_00036,305.3742478214716,10.894770940029908,6.195853136329054,0.2835936744158415,0.1521323871997928,0.0,0.0,35,1,0.2235294117647059
acct_00037,699.6696199863668,0.9334872220515145,4.390937348984786,0.30144220258115273,0.10789459526278411,0.0,0.0,21,1,0.05238095238095238
acct_00038,259.6230126873017,0.641209634919854,12.272043831331535,0.8512848259311461,-0.15361706641935957,0.0,1.0,64,1,0.046130952380952384
acct_00039,1064.6311849113335,1.262385814291502,0.01,0.7268957137447637,0.31248258236916193,0.8937853953100754,0.0,3,0,0.0
acct_00040,158.13605984452113,10.494563659184797,7.449657877145501,0.5763725514247703,-0.06730800212211918,0.0,1.0,30,0,0.06666666666666667
acct_00041,3.4902799156095625,0.17640047706746065,13.709374253174124,0.9082068523331066,0.03230373733069164,0.6343387266390805,0.0,70,0,0.049689440993788817
acct_00042,39.07456367825506,0.1291822492507955,3.2077711292398714,0.08865055106836273,-0.2002102736629569,0.0,0.0,18,0,0.0784313725490196
acct_00043,342.18125799008203,1.6163318333695358,18.13039388632724,0.7488544961544377,0.6392136935842367,2.2005442990991337,0.0,90,1,0.041947565543071164
acct_00044,126.07376075320536,0.4322466298124368,3.1002442062636173,0.02,0.11702870532127585,2.575639651096698,0.0,7,0,0.14285714285714285
acct_00045,174.10026519719403,0.48467151469524516,10.674830961908528,1.1202165489484077,0.7654432957080699,3.688965463063604,1.0,65,1,0.04278846153846154
